<Identification>,Filename,BuilderRawFirst5,BuilderAssignedCode
pre-2000-single_EX-0045,pre-2000-single_EX-0045.H2K,,1000
pre-2000-single_EX-0046,pre-2000-single_EX-0046.H2K,,1000
pre-2000-single_EX-0047,pre-2000-single_EX-0047.H2K,,1000
pre-2000-single_EX-0048,pre-2000-single_EX-0048.H2K,,1000
pre-2000-single_EX-0049,pre-2000-single_EX-0049.H2K,,1000
pre-2000-single_EX-0050,pre-2000-single_EX-0050.H2K,,1000
pre-2000-single_EX-0051,pre-2000-single_EX-0051.H2K,,1000
pre-2000-single_EX-0052,pre-2000-single_EX-0052.H2K,,1000
pre-2000-single_EX-0053,pre-2000-single_EX-0053.H2K,,1000
pre-2000-single_EX-0054,pre-2000-single_EX-0054.H2K,,1000
pre-2000-single_EX-0055,pre-2000-single_EX-0055.H2K,,1000
pre-2000-single_EX-0056,pre-2000-single_EX-0056.H2K,,1000
pre-2000-single_EX-0057,pre-2000-single_EX-0057.H2K,,1000
pre-2000-single_EX-0058,pre-2000-single_EX-0058.H2K,,1000
pre-2000-single_EX-0059,pre-2000-single_EX-0059.H2K,,1000
pre-2000-single_EX-0060,pre-2000-single_EX-0060.H2K,,1000
pre-2000-single_EX-0061,pre-2000-single_EX-0061.H2K,,1000
pre-2000-single_EX-0062,pre-2000-single_EX-0062.H2K,,1000
pre-2000-single_EX-0063,pre-2000-single_EX-0063.H2K,,1000
pre-2000-single_EX-0064,pre-2000-single_EX-0064.H2K,,1000
pre-2000-single_EX-0065,pre-2000-single_EX-0065.H2K,,1000
pre-2000-single_EX-0066,pre-2000-single_EX-0066.H2K,,1000
pre-2000-single_EX-0067,pre-2000-single_EX-0067.H2K,,1000
pre-2000-single_EX-0068,pre-2000-single_EX-0068.H2K,,1000
pre-2000-single_EX-0069,pre-2000-single_EX-0069.H2K,,1000
pre-2000-single_EX-0070,pre-2000-single_EX-0070.H2K,,1000
pre-2000-single_EX-0071,pre-2000-single_EX-0071.H2K,,1000
pre-2000-single_EX-0072,pre-2000-single_EX-0072.H2K,,1000
pre-2000-single_EX-0073,pre-2000-single_EX-0073.H2K,,1000
pre-2000-single_EX-0074,pre-2000-single_EX-0074.H2K,,1000
pre-2000-single_EX-0075,pre-2000-single_EX-0075.H2K,,1000
pre-2000-single_EX-0076,pre-2000-single_EX-0076.H2K,,1000
pre-2000-single_EX-0077,pre-2000-single_EX-0077.H2K,,1000
pre-2000-single_EX-0078,pre-2000-single_EX-0078.H2K,,1000
pre-2000-single_EX-0079,pre-2000-single_EX-0079.H2K,,1000
pre-2000-single_EX-0080,pre-2000-single_EX-0080.H2K,,1000
pre-2000-single_EX-0081,pre-2000-single_EX-0081.H2K,,1000
pre-2000-single_EX-0082,pre-2000-single_EX-0082.H2K,,1000
pre-2000-single_EX-0083,pre-2000-single_EX-0083.H2K,,1000
pre-2000-single_EX-0084,pre-2000-single_EX-0084.H2K,,1000
pre-2000-single_EX-0085,pre-2000-single_EX-0085.H2K,,1000
pre-2000-single_EX-0086,pre-2000-single_EX-0086.H2K,,1000
pre-2000-single_EX-0087,pre-2000-single_EX-0087.H2K,,1000
pre-2000-single_EX-0088,pre-2000-single_EX-0088.H2K,,1000
pre-2000-single_EX-0089,pre-2000-single_EX-0089.H2K,,1000
pre-2000-single_EX-0090,pre-2000-single_EX-0090.H2K,,1000
pre-2000-single_EX-0091,pre-2000-single_EX-0091.H2K,,1000
pre-2000-single_EX-0092,pre-2000-single_EX-0092.H2K,,1000
pre-2000-single_EX-0093,pre-2000-single_EX-0093.H2K,,1000
pre-2000-single_EX-0094,pre-2000-single_EX-0094.H2K,,1000
pre-2000-single_EX-0095,pre-2000-single_EX-0095.H2K,,1000
pre-2000-single_EX-0096,pre-2000-single_EX-0096.H2K,,1000
pre-2000-single_EX-0097,pre-2000-single_EX-0097.H2K,,1000
pre-2000-single_EX-0098,pre-2000-single_EX-0098.H2K,,1000
pre-2000-single_EX-0099,pre-2000-single_EX-0099.H2K,,1000
pre-2000-single_EX-0100,pre-2000-single_EX-0100.H2K,,1000
pre-2000-single_EX-0101,pre-2000-single_EX-0101.H2K,,1000
pre-2000-single_EX-0102,pre-2000-single_EX-0102.H2K,,1000
pre-2000-single_EX-0103,pre-2000-single_EX-0103.H2K,,1000
pre-2000-single_EX-0104,pre-2000-single_EX-0104.H2K,,1000
pre-2000-single_EX-0105,pre-2000-single_EX-0105.H2K,,1000
pre-2000-single_EX-0106,pre-2000-single_EX-0106.H2K,,1000
pre-2000-single_EX-0107,pre-2000-single_EX-0107.H2K,,1000
pre-2000-single_EX-0108,pre-2000-single_EX-0108.H2K,,1000
pre-2000-single_EX-0109,pre-2000-single_EX-0109.H2K,,1000
pre-2000-single_EX-0110,pre-2000-single_EX-0110.H2K,,1000
pre-2000-single_EX-0111,pre-2000-single_EX-0111.H2K,,1000
pre-2000-single_EX-0112,pre-2000-single_EX-0112.H2K,,1000
pre-2000-single_EX-0113,pre-2000-single_EX-0113.H2K,,1000
pre-2000-single_EX-0114,pre-2000-single_EX-0114.H2K,,1000
pre-2000-single_EX-0115,pre-2000-single_EX-0115.H2K,,1000
pre-2000-single_EX-0116,pre-2000-single_EX-0116.H2K,,1000
pre-2000-single_EX-0117,pre-2000-single_EX-0117.H2K,,1000
pre-2000-single_EX-0118,pre-2000-single_EX-0118.H2K,,1000
pre-2000-single_EX-0119,pre-2000-single_EX-0119.H2K,,1000
pre-2000-single_EX-0120,pre-2000-single_EX-0120.H2K,,1000
pre-2000-single_EX-0121,pre-2000-single_EX-0121.H2K,,1000
pre-2000-single_EX-0122,pre-2000-single_EX-0122.H2K,,1000
pre-2000-single_EX-0123,pre-2000-single_EX-0123.H2K,,1000
pre-2000-single_EX-0124,pre-2000-single_EX-0124.H2K,,1000
pre-2000-single_EX-0125,pre-2000-single_EX-0125.H2K,,1000
pre-2000-single_EX-0126,pre-2000-single_EX-0126.H2K,,1000
pre-2000-single_EX-0127,pre-2000-single_EX-0127.H2K,,1000
pre-2000-single_EX-0128,pre-2000-single_EX-0128.H2K,,1000
pre-2000-single_EX-0129,pre-2000-single_EX-0129.H2K,,1000
pre-2000-single_EX-0130,pre-2000-single_EX-0130.H2K,,1000
pre-2000-single_EX-0131,pre-2000-single_EX-0131.H2K,,1000
pre-2000-single_EX-0132,pre-2000-single_EX-0132.H2K,,1000
pre-2000-single_EX-0133,pre-2000-single_EX-0133.H2K,,1000
pre-2000-single_EX-0134,pre-2000-single_EX-0134.H2K,,1000
pre-2000-single_EX-0135,pre-2000-single_EX-0135.H2K,,1000
pre-2000-single_EX-0136,pre-2000-single_EX-0136.H2K,,1000
pre-2000-single_EX-0137,pre-2000-single_EX-0137.H2K,,1000
pre-2000-single_EX-0138,pre-2000-single_EX-0138.H2K,,1000
pre-2000-single_EX-0139,pre-2000-single_EX-0139.H2K,,1000
pre-2000-single_EX-0140,pre-2000-single_EX-0140.H2K,,1000
pre-2000-single_EX-0141,pre-2000-single_EX-0141.H2K,,1000
pre-2000-single_EX-0142,pre-2000-single_EX-0142.H2K,,1000
pre-2000-single_EX-0143,pre-2000-single_EX-0143.H2K,,1000
pre-2000-single_EX-0144,pre-2000-single_EX-0144.H2K,,1000
pre-2000-single_EX-0145,pre-2000-single_EX-0145.H2K,,1000
pre-2000-single_EX-0146,pre-2000-single_EX-0146.H2K,,1000
pre-2000-single_EX-0147,pre-2000-single_EX-0147.H2K,,1000
pre-2000-single_EX-0148,pre-2000-single_EX-0148.H2K,,1000
pre-2000-single_EX-0149,pre-2000-single_EX-0149.H2K,,1000
pre-2000-single_EX-0150,pre-2000-single_EX-0150.H2K,,1000
pre-2000-single_EX-0151,pre-2000-single_EX-0151.H2K,,1000
pre-2000-single_EX-0152,pre-2000-single_EX-0152.H2K,,1000
pre-2000-single_EX-0153,pre-2000-single_EX-0153.H2K,,1000
pre-2000-single_EX-0154,pre-2000-single_EX-0154.H2K,,1000
pre-2000-single_EX-0155,pre-2000-single_EX-0155.H2K,,1000
pre-2000-single_EX-0156,pre-2000-single_EX-0156.H2K,,1000
pre-2000-single_EX-0157,pre-2000-single_EX-0157.H2K,,1000
pre-2000-single_EX-0158,pre-2000-single_EX-0158.H2K,,1000
pre-2000-single_EX-0159,pre-2000-single_EX-0159.H2K,,1000
pre-2000-single_EX-0160,pre-2000-single_EX-0160.H2K,,1000
pre-2000-single_EX-0161,pre-2000-single_EX-0161.H2K,,1000
pre-2000-single_EX-0162,pre-2000-single_EX-0162.H2K,,1000
pre-2000-single_EX-0163,pre-2000-single_EX-0163.H2K,,1000
pre-2000-single_EX-0164,pre-2000-single_EX-0164.H2K,,1000
pre-2000-single_EX-0165,pre-2000-single_EX-0165.H2K,,1000
pre-2000-single_EX-0166,pre-2000-single_EX-0166.H2K,,1000
pre-2000-single_EX-0167,pre-2000-single_EX-0167.H2K,,1000
pre-2000-single_EX-0168,pre-2000-single_EX-0168.H2K,,1000
pre-2000-single_EX-0169,pre-2000-single_EX-0169.H2K,,1000
pre-2000-single_EX-0170,pre-2000-single_EX-0170.H2K,,1000
pre-2000-single_EX-0171,pre-2000-single_EX-0171.H2K,,1000
pre-2000-single_EX-0172,pre-2000-single_EX-0172.H2K,,1000
pre-2000-single_EX-0173,pre-2000-single_EX-0173.H2K,,1000
pre-2000-single_EX-0174,pre-2000-single_EX-0174.H2K,,1000
pre-2000-single_EX-0175,pre-2000-single_EX-0175.H2K,,1000
pre-2000-single_EX-0176,pre-2000-single_EX-0176.H2K,,1000
pre-2000-single_EX-0177,pre-2000-single_EX-0177.H2K,,1000
pre-2000-single_EX-0178,pre-2000-single_EX-0178.H2K,,1000
pre-2000-single_EX-0179,pre-2000-single_EX-0179.H2K,,1000
pre-2000-single_EX-0180,pre-2000-single_EX-0180.H2K,,1000
pre-2000-single_EX-0181,pre-2000-single_EX-0181.H2K,,1000
pre-2000-single_EX-0182,pre-2000-single_EX-0182.H2K,,1000
pre-2000-single_EX-0183,pre-2000-single_EX-0183.H2K,,1000
pre-2000-single_EX-0184,pre-2000-single_EX-0184.H2K,,1000
pre-2000-single_EX-0185,pre-2000-single_EX-0185.H2K,,1000
pre-2000-single_EX-0186,pre-2000-single_EX-0186.H2K,,1000
pre-2000-single_EX-0187,pre-2000-single_EX-0187.H2K,,1000
pre-2000-single_EX-0188,pre-2000-single_EX-0188.H2K,,1000
pre-2000-single_EX-0189,pre-2000-single_EX-0189.H2K,,1000
pre-2000-single_EX-0190,pre-2000-single_EX-0190.H2K,,1000
pre-2000-single_EX-0191,pre-2000-single_EX-0191.H2K,,1000
pre-2000-single_EX-0192,pre-2000-single_EX-0192.H2K,,1000
pre-2000-single_EX-0193,pre-2000-single_EX-0193.H2K,,1000
pre-2000-single_EX-0194,pre-2000-single_EX-0194.H2K,,1000
pre-2000-single_EX-0195,pre-2000-single_EX-0195.H2K,,1000
pre-2000-single_EX-0196,pre-2000-single_EX-0196.H2K,,1000
pre-2000-single_EX-0197,pre-2000-single_EX-0197.H2K,,1000
pre-2000-single_EX-0198,pre-2000-single_EX-0198.H2K,,1000
pre-2000-single_EX-0199,pre-2000-single_EX-0199.H2K,,1000
pre-2000-single_EX-0200,pre-2000-single_EX-0200.H2K,,1000
pre-2000-single_EX-0201,pre-2000-single_EX-0201.H2K,,1000
pre-2000-single_EX-0202,pre-2000-single_EX-0202.H2K,,1000
pre-2000-single_EX-0203,pre-2000-single_EX-0203.H2K,,1000
pre-2000-single_EX-0204,pre-2000-single_EX-0204.H2K,,1000
pre-2000-single_EX-0205,pre-2000-single_EX-0205.H2K,,1000
pre-2000-single_EX-0206,pre-2000-single_EX-0206.H2K,,1000
pre-2000-single_EX-0207,pre-2000-single_EX-0207.H2K,,1000
pre-2000-single_EX-0208,pre-2000-single_EX-0208.H2K,,1000
pre-2000-single_EX-0209,pre-2000-single_EX-0209.H2K,,1000
pre-2000-single_EX-0210,pre-2000-single_EX-0210.H2K,,1000
pre-2000-single_EX-0211,pre-2000-single_EX-0211.H2K,,1000
pre-2000-single_EX-0212,pre-2000-single_EX-0212.H2K,,1000
pre-2000-single_EX-0213,pre-2000-single_EX-0213.H2K,,1000
pre-2000-single_EX-0214,pre-2000-single_EX-0214.H2K,,1000
pre-2000-single_EX-0215,pre-2000-single_EX-0215.H2K,,1000
pre-2000-single_EX-0216,pre-2000-single_EX-0216.H2K,,1000
pre-2000-single_EX-0217,pre-2000-single_EX-0217.H2K,,1000
pre-2000-single_EX-0218,pre-2000-single_EX-0218.H2K,,1000
pre-2000-single_EX-0219,pre-2000-single_EX-0219.H2K,,1000
pre-2000-single_EX-0220,pre-2000-single_EX-0220.H2K,,1000
pre-2000-single_EX-0221,pre-2000-single_EX-0221.H2K,,1000
pre-2000-single_EX-0222,pre-2000-single_EX-0222.H2K,,1000
pre-2000-single_EX-0223,pre-2000-single_EX-0223.H2K,,1000
pre-2000-single_EX-0224,pre-2000-single_EX-0224.H2K,,1000
pre-2000-single_EX-0225,pre-2000-single_EX-0225.H2K,,1000
pre-2000-single_EX-0226,pre-2000-single_EX-0226.H2K,,1000
pre-2000-single_EX-0227,pre-2000-single_EX-0227.H2K,,1000
pre-2000-single_EX-0228,pre-2000-single_EX-0228.H2K,,1000
pre-2000-single_EX-0229,pre-2000-single_EX-0229.H2K,,1000
pre-2000-single_EX-0230,pre-2000-single_EX-0230.H2K,,1000
pre-2000-single_EX-0231,pre-2000-single_EX-0231.H2K,,1000
pre-2000-single_EX-0232,pre-2000-single_EX-0232.H2K,,1000
pre-2000-single_EX-0233,pre-2000-single_EX-0233.H2K,,1000
pre-2000-single_EX-0234,pre-2000-single_EX-0234.H2K,,1000
pre-2000-single_EX-0235,pre-2000-single_EX-0235.H2K,,1000
pre-2000-single_EX-0236,pre-2000-single_EX-0236.H2K,,1000
pre-2000-single_EX-0237,pre-2000-single_EX-0237.H2K,,1000
pre-2000-single_EX-0238,pre-2000-single_EX-0238.H2K,,1000
pre-2000-single_EX-0239,pre-2000-single_EX-0239.H2K,,1000
pre-2000-single_EX-0240,pre-2000-single_EX-0240.H2K,,1000
pre-2000-single_EX-0241,pre-2000-single_EX-0241.H2K,,1000
pre-2000-single_EX-0242,pre-2000-single_EX-0242.H2K,,1000
pre-2000-single_EX-0243,pre-2000-single_EX-0243.H2K,,1000
pre-2000-single_EX-0244,pre-2000-single_EX-0244.H2K,,1000
pre-2000-single_EX-0245,pre-2000-single_EX-0245.H2K,,1000
pre-2000-single_EX-0246,pre-2000-single_EX-0246.H2K,,1000
pre-2000-single_EX-0247,pre-2000-single_EX-0247.H2K,,1000
pre-2000-single_EX-0248,pre-2000-single_EX-0248.H2K,,1000
pre-2000-single_EX-0249,pre-2000-single_EX-0249.H2K,,1000
pre-2000-single_EX-0250,pre-2000-single_EX-0250.H2K,,1000
pre-2000-single_EX-0251,pre-2000-single_EX-0251.H2K,,1000
pre-2000-single_EX-0252,pre-2000-single_EX-0252.H2K,,1000
pre-2000-single_EX-0253,pre-2000-single_EX-0253.H2K,,1000
pre-2000-single_EX-0254,pre-2000-single_EX-0254.H2K,,1000
pre-2000-single_EX-0255,pre-2000-single_EX-0255.H2K,,1000
pre-2000-single_EX-0256,pre-2000-single_EX-0256.H2K,,1000
pre-2000-single_EX-0257,pre-2000-single_EX-0257.H2K,,1000
pre-2000-single_EX-0258,pre-2000-single_EX-0258.H2K,,1000
pre-2000-single_EX-0259,pre-2000-single_EX-0259.H2K,,1000
pre-2000-single_EX-0260,pre-2000-single_EX-0260.H2K,,1000
pre-2000-single_EX-0261,pre-2000-single_EX-0261.H2K,,1000
pre-2000-single_EX-0262,pre-2000-single_EX-0262.H2K,,1000
pre-2000-single_EX-0263,pre-2000-single_EX-0263.H2K,,1000
pre-2000-single_EX-0264,pre-2000-single_EX-0264.H2K,,1000
pre-2000-single_EX-0265,pre-2000-single_EX-0265.H2K,,1000
pre-2000-single_EX-0266,pre-2000-single_EX-0266.H2K,,1000
pre-2000-single_EX-0267,pre-2000-single_EX-0267.H2K,,1000
pre-2000-single_EX-0268,pre-2000-single_EX-0268.H2K,,1000
pre-2000-single_EX-0269,pre-2000-single_EX-0269.H2K,,1000
pre-2000-single_EX-0270,pre-2000-single_EX-0270.H2K,,1000
pre-2000-single_EX-0271,pre-2000-single_EX-0271.H2K,,1000
pre-2000-single_EX-0272,pre-2000-single_EX-0272.H2K,,1000
pre-2000-single_EX-0273,pre-2000-single_EX-0273.H2K,,1000
pre-2000-single_EX-0274,pre-2000-single_EX-0274.H2K,,1000
pre-2000-single_EX-0275,pre-2000-single_EX-0275.H2K,,1000
pre-2000-single_EX-0276,pre-2000-single_EX-0276.H2K,,1000
pre-2000-single_EX-0277,pre-2000-single_EX-0277.H2K,,1000
pre-2000-single_EX-0278,pre-2000-single_EX-0278.H2K,,1000
pre-2000-single_EX-0279,pre-2000-single_EX-0279.H2K,,1000
pre-2000-single_EX-0280,pre-2000-single_EX-0280.H2K,,1000
pre-2000-single_EX-0281,pre-2000-single_EX-0281.H2K,,1000
pre-2000-single_EX-0282,pre-2000-single_EX-0282.H2K,,1000
pre-2000-single_EX-0283,pre-2000-single_EX-0283.H2K,,1000
pre-2000-single_EX-0284,pre-2000-single_EX-0284.H2K,,1000
pre-2000-single_EX-0285,pre-2000-single_EX-0285.H2K,,1000
pre-2000-single_EX-0286,pre-2000-single_EX-0286.H2K,,1000
pre-2000-single_EX-0287,pre-2000-single_EX-0287.H2K,,1000
pre-2000-single_EX-0288,pre-2000-single_EX-0288.H2K,,1000
pre-2000-single_EX-0289,pre-2000-single_EX-0289.H2K,,1000
pre-2000-single_EX-0290,pre-2000-single_EX-0290.H2K,,1000
pre-2000-single_EX-0291,pre-2000-single_EX-0291.H2K,,1000
pre-2000-single_EX-0292,pre-2000-single_EX-0292.H2K,,1000
pre-2000-single_EX-0293,pre-2000-single_EX-0293.H2K,,1000
pre-2000-single_EX-0294,pre-2000-single_EX-0294.H2K,,1000
pre-2000-single_EX-0295,pre-2000-single_EX-0295.H2K,,1000
pre-2000-single_EX-0296,pre-2000-single_EX-0296.H2K,,1000
pre-2000-single_EX-0297,pre-2000-single_EX-0297.H2K,,1000
pre-2000-single_EX-0298,pre-2000-single_EX-0298.H2K,,1000
pre-2000-single_EX-0299,pre-2000-single_EX-0299.H2K,,1000
pre-2000-single_EX-0300,pre-2000-single_EX-0300.H2K,,1000
pre-2000-single_EX-0301,pre-2000-single_EX-0301.H2K,,1000
pre-2000-single_EX-0302,pre-2000-single_EX-0302.H2K,,1000
pre-2000-single_EX-0303,pre-2000-single_EX-0303.H2K,,1000
pre-2000-single_EX-0304,pre-2000-single_EX-0304.H2K,,1000
pre-2000-single_EX-0305,pre-2000-single_EX-0305.H2K,,1000
pre-2000-single_EX-0306,pre-2000-single_EX-0306.H2K,,1000
pre-2000-single_EX-0307,pre-2000-single_EX-0307.H2K,,1000
pre-2000-single_EX-0308,pre-2000-single_EX-0308.H2K,,1000
pre-2000-single_EX-0309,pre-2000-single_EX-0309.H2K,,1000
pre-2000-single_EX-0310,pre-2000-single_EX-0310.H2K,,1000
pre-2000-single_EX-0311,pre-2000-single_EX-0311.H2K,,1000
pre-2000-single_EX-0312,pre-2000-single_EX-0312.H2K,,1000
pre-2000-single_EX-0313,pre-2000-single_EX-0313.H2K,,1000
pre-2000-single_EX-0314,pre-2000-single_EX-0314.H2K,,1000
pre-2000-single_EX-0315,pre-2000-single_EX-0315.H2K,,1000
pre-2000-single_EX-0316,pre-2000-single_EX-0316.H2K,,1000
pre-2000-single_EX-0317,pre-2000-single_EX-0317.H2K,,1000
pre-2000-single_EX-0318,pre-2000-single_EX-0318.H2K,,1000
pre-2000-single_EX-0319,pre-2000-single_EX-0319.H2K,,1000
pre-2000-single_EX-0320,pre-2000-single_EX-0320.H2K,,1000
pre-2000-single_EX-0321,pre-2000-single_EX-0321.H2K,,1000
pre-2000-single_EX-0322,pre-2000-single_EX-0322.H2K,,1000
pre-2000-single_EX-0323,pre-2000-single_EX-0323.H2K,,1000
pre-2000-single_EX-0324,pre-2000-single_EX-0324.H2K,,1000
pre-2000-single_EX-0325,pre-2000-single_EX-0325.H2K,,1000
pre-2000-single_EX-0326,pre-2000-single_EX-0326.H2K,,1000
pre-2000-single_EX-0327,pre-2000-single_EX-0327.H2K,,1000
pre-2000-single_EX-0328,pre-2000-single_EX-0328.H2K,,1000
pre-2000-single_EX-0329,pre-2000-single_EX-0329.H2K,,1000
pre-2000-single_EX-0330,pre-2000-single_EX-0330.H2K,,1000
pre-2000-single_EX-0331,pre-2000-single_EX-0331.H2K,,1000
pre-2000-single_EX-0332,pre-2000-single_EX-0332.H2K,,1000
pre-2000-single_EX-0333,pre-2000-single_EX-0333.H2K,,1000
pre-2000-single_EX-0334,pre-2000-single_EX-0334.H2K,,1000
pre-2000-single_EX-0335,pre-2000-single_EX-0335.H2K,,1000
pre-2000-single_EX-0336,pre-2000-single_EX-0336.H2K,,1000
pre-2000-single_EX-0337,pre-2000-single_EX-0337.H2K,,1000
pre-2000-single_EX-0338,pre-2000-single_EX-0338.H2K,,1000
pre-2000-single_EX-0339,pre-2000-single_EX-0339.H2K,,1000
pre-2000-single_EX-0340,pre-2000-single_EX-0340.H2K,,1000
pre-2000-single_EX-0341,pre-2000-single_EX-0341.H2K,,1000
pre-2000-single_EX-0342,pre-2000-single_EX-0342.H2K,,1000
pre-2000-single_EX-0343,pre-2000-single_EX-0343.H2K,,1000
pre-2000-single_EX-0344,pre-2000-single_EX-0344.H2K,,1000
pre-2000-single_EX-0345,pre-2000-single_EX-0345.H2K,,1000
pre-2000-single_EX-0346,pre-2000-single_EX-0346.H2K,,1000
pre-2000-single_EX-0347,pre-2000-single_EX-0347.H2K,,1000
pre-2000-single_EX-0348,pre-2000-single_EX-0348.H2K,,1000
pre-2000-single_EX-0349,pre-2000-single_EX-0349.H2K,,1000
pre-2000-single_EX-0350,pre-2000-single_EX-0350.H2K,,1000
pre-2000-single_EX-0351,pre-2000-single_EX-0351.H2K,,1000
pre-2000-single_EX-0352,pre-2000-single_EX-0352.H2K,,1000
pre-2000-single_EX-0353,pre-2000-single_EX-0353.H2K,,1000
pre-2000-single_EX-0354,pre-2000-single_EX-0354.H2K,,1000
pre-2000-single_EX-0355,pre-2000-single_EX-0355.H2K,,1000
pre-2000-single_EX-0356,pre-2000-single_EX-0356.H2K,,1000
pre-2000-single_EX-0357,pre-2000-single_EX-0357.H2K,,1000
pre-2000-single_EX-0358,pre-2000-single_EX-0358.H2K,,1000
pre-2000-single_EX-0359,pre-2000-single_EX-0359.H2K,,1000
pre-2000-single_EX-0360,pre-2000-single_EX-0360.H2K,,1000
pre-2000-single_EX-0361,pre-2000-single_EX-0361.H2K,,1000
pre-2000-single_EX-0362,pre-2000-single_EX-0362.H2K,,1000
pre-2000-single_EX-0363,pre-2000-single_EX-0363.H2K,,1000
pre-2000-single_EX-0364,pre-2000-single_EX-0364.H2K,,1000
pre-2000-single_EX-0365,pre-2000-single_EX-0365.H2K,,1000
pre-2000-single_EX-0366,pre-2000-single_EX-0366.H2K,,1000
pre-2000-single_EX-0367,pre-2000-single_EX-0367.H2K,,1000
pre-2000-single_EX-0368,pre-2000-single_EX-0368.H2K,,1000
pre-2000-single_EX-0369,pre-2000-single_EX-0369.H2K,,1000
pre-2000-single_EX-0370,pre-2000-single_EX-0370.H2K,,1000
pre-2000-single_EX-0371,pre-2000-single_EX-0371.H2K,,1000
pre-2000-single_EX-0372,pre-2000-single_EX-0372.H2K,,1000
pre-2000-single_EX-0373,pre-2000-single_EX-0373.H2K,,1000
pre-2000-single_EX-0374,pre-2000-single_EX-0374.H2K,,1000
pre-2000-single_EX-0375,pre-2000-single_EX-0375.H2K,,1000
pre-2000-single_EX-0376,pre-2000-single_EX-0376.H2K,,1000
pre-2000-single_EX-0377,pre-2000-single_EX-0377.H2K,,1000
pre-2000-single_EX-0378,pre-2000-single_EX-0378.H2K,,1000
pre-2000-single_EX-0379,pre-2000-single_EX-0379.H2K,,1000
pre-2000-single_EX-0380,pre-2000-single_EX-0380.H2K,,1000
pre-2000-single_EX-0381,pre-2000-single_EX-0381.H2K,,1000
pre-2000-single_EX-0382,pre-2000-single_EX-0382.H2K,,1000
pre-2000-single_EX-0383,pre-2000-single_EX-0383.H2K,,1000
pre-2000-single_EX-0384,pre-2000-single_EX-0384.H2K,,1000
pre-2000-single_EX-0385,pre-2000-single_EX-0385.H2K,,1000
pre-2000-single_EX-0386,pre-2000-single_EX-0386.H2K,,1000
pre-2000-single_EX-0387,pre-2000-single_EX-0387.H2K,,1000
pre-2000-single_EX-0388,pre-2000-single_EX-0388.H2K,,1000
pre-2000-single_EX-0389,pre-2000-single_EX-0389.H2K,,1000
pre-2000-single_EX-0390,pre-2000-single_EX-0390.H2K,,1000
pre-2000-single_EX-0391,pre-2000-single_EX-0391.H2K,,1000
pre-2000-single_EX-0392,pre-2000-single_EX-0392.H2K,,1000
pre-2000-single_EX-0393,pre-2000-single_EX-0393.H2K,,1000
pre-2000-single_EX-0394,pre-2000-single_EX-0394.H2K,,1000
pre-2000-single_EX-0395,pre-2000-single_EX-0395.H2K,,1000
pre-2000-single_EX-0396,pre-2000-single_EX-0396.H2K,,1000
pre-2000-single_EX-0397,pre-2000-single_EX-0397.H2K,,1000
pre-2000-single_EX-0398,pre-2000-single_EX-0398.H2K,,1000
pre-2000-single_EX-0399,pre-2000-single_EX-0399.H2K,,1000
pre-2000-single_EX-0400,pre-2000-single_EX-0400.H2K,,1000
pre-2000-single_EX-0401,pre-2000-single_EX-0401.H2K,,1000
pre-2000-single_EX-0402,pre-2000-single_EX-0402.H2K,,1000
pre-2000-single_EX-0403,pre-2000-single_EX-0403.H2K,,1000
pre-2000-single_EX-0404,pre-2000-single_EX-0404.H2K,,1000
pre-2000-single_EX-0405,pre-2000-single_EX-0405.H2K,,1000
pre-2000-single_EX-0406,pre-2000-single_EX-0406.H2K,,1000
pre-2000-single_EX-0407,pre-2000-single_EX-0407.H2K,,1000
pre-2000-single_EX-0408,pre-2000-single_EX-0408.H2K,,1000
pre-2000-single_EX-0409,pre-2000-single_EX-0409.H2K,,1000
pre-2000-single_EX-0410,pre-2000-single_EX-0410.H2K,,1000
pre-2000-single_EX-0411,pre-2000-single_EX-0411.H2K,,1000
pre-2000-single_EX-0412,pre-2000-single_EX-0412.H2K,,1000
pre-2000-single_EX-0413,pre-2000-single_EX-0413.H2K,,1000
pre-2000-single_EX-0414,pre-2000-single_EX-0414.H2K,,1000
pre-2000-single_EX-0415,pre-2000-single_EX-0415.H2K,,1000
pre-2000-single_EX-0416,pre-2000-single_EX-0416.H2K,,1000
pre-2000-single_EX-0417,pre-2000-single_EX-0417.H2K,,1000
pre-2000-single_EX-0418,pre-2000-single_EX-0418.H2K,,1000
pre-2000-single_EX-0419,pre-2000-single_EX-0419.H2K,,1000
pre-2000-single_EX-0420,pre-2000-single_EX-0420.H2K,,1000
pre-2000-single_EX-0421,pre-2000-single_EX-0421.H2K,,1000
pre-2000-single_EX-0422,pre-2000-single_EX-0422.H2K,,1000
pre-2000-single_EX-0423,pre-2000-single_EX-0423.H2K,,1000
pre-2000-single_EX-0424,pre-2000-single_EX-0424.H2K,,1000
pre-2000-single_EX-0425,pre-2000-single_EX-0425.H2K,,1000
pre-2000-single_EX-0426,pre-2000-single_EX-0426.H2K,,1000
pre-2000-single_EX-0427,pre-2000-single_EX-0427.H2K,,1000
pre-2000-single_EX-0428,pre-2000-single_EX-0428.H2K,,1000
pre-2000-single_EX-0429,pre-2000-single_EX-0429.H2K,,1000
pre-2000-single_EX-0430,pre-2000-single_EX-0430.H2K,,1000
pre-2000-single_EX-0431,pre-2000-single_EX-0431.H2K,,1000
pre-2000-single_EX-0432,pre-2000-single_EX-0432.H2K,,1000
